Column1,text,book,line,string,foot1,foot2,foot3,foot4,foot5,foot6,me
17257,odyssey,4,201,ἤντησ οὐδὲ ἴδον περὶ δ ἄλλων φασὶ γενέσθαι,S,D,D,S,D,A,0.173349794
3026,iliad,5,534,Αἰνείω ἕταρον μεγαθύμου Δηϊκόωντα,S,D,D,S,D,A,0.173340319
10951,iliad,17,401,ἤματι τῷ ἐτάνυσσε κακὸν πόνον οὐδ ἄρα πώ τι,D,D,D,D,D,A,0.173323484
12406,iliad,20,55,σύμβαλον ἐν δ αὐτοῖς ἔριδα ῥήγνυντο βαρεῖαν,D,S,D,S,D,A,0.173301426
6099,iliad,10,417,οὔ τις κεκριμένη ῥύεται στρατὸν οὐδὲ φυλάσσει,S,D,D,D,D,A,0.173299287
3761,iliad,6,360,‘μή με κάθιζ Ἑλένη φιλέουσά περ οὐδέ με πείσεις,D,D,D,D,D,A,0.173286181
7436,iliad,12,328,ἴομεν ἠέ τῳ εὖχος ὀρέξομεν ἠέ τις ἡμῖν,D,D,D,D,D,A,0.173262802
1145,iliad,2,535,Λοκρῶν οἳ ναίουσι πέρην ἱερῆς Εὐβοίης,S,S,D,D,S,A,0.173257995
17593,odyssey,4,537,οὐδέ τις Αἰγίσθου ἀλλ ἔκταθεν ἐν μεγάροισιν,D,S,S,D,D,A,0.173255329
15026,iliad,24,149,κῆρύξ τίς οἱ ἕποιτο γεραίτερος ὅς κ ἰθύνοι,S,D,D,D,S,A,0.17319361
21987,odyssey,13,95,τῆμος δὴ νήσῳ προσεπίλνατο ποντοπόρος νηῦς,S,S,D,D,D,A,0.173185739
15293,iliad,24,416,ἦ μέν μιν περὶ σῆμα ἑοῦ ἑτάροιο φίλοιο,S,D,D,D,D,A,0.173144471
23484,odyssey,16,62,ἐκ μὲν Κρητάων γένος εὔχεται εὐρειάων,S,S,D,D,S,A,0.173135727
21414,odyssey,11,615,ἔγνω δ αὖτ ἔμ ἐκεῖνος ἐπεὶ ἴδεν ὀφθαλμοῖσιν,S,D,D,D,S,A,0.173097459
6349,iliad,11,88,τάμνων δένδρεα μακρά ἅδος τέ μιν ἵκετο θυμόν,S,D,D,D,D,A,0.173069571
1414,iliad,2,804,ἄλλη δ ἄλλων γλῶσσα πολυσπερέων ἀνθρώπων,S,S,D,D,S,A,0.173058668
6741,iliad,11,480,ἐν νέμεϊ σκιερῷ ἐπί τε λῖν ἤγαγε δαίμων,D,D,D,S,D,A,0.173050887
5133,iliad,9,160,καί μοι ὑποστήτω ὅσσον βασιλεύτερός εἰμι,D,S,S,D,D,A,0.173013964
9456,iliad,15,519,Φυλεΐδεω ἕταρον μεγαθύμων ἀρχὸν Ἐπειῶν,D,D,D,S,D,A,0.17298135
3971,iliad,7,41,οἳ δέ κ ἀγασσάμενοι χαλκοκνήμιδες Ἀχαιοὶ,D,D,S,S,D,A,0.172974983
5214,iliad,9,241,στεῦται γὰρ νηῶν ἀποκόψειν ἄκρα κόρυμβα,S,S,D,S,D,A,0.172972319
399,iliad,1,400,Ἥρη τ ἠδὲ Ποσειδάων καὶ Παλλὰς Ἀθήνη,S,D,S,S,D,A,0.172947199
23538,odyssey,16,116,ὧδε γὰρ ἡμετέρην γενεὴν μούνωσε Κρονίων,D,D,D,S,D,A,0.172894318
12850,iliad,20,499,στεῖβον ὁμοῦ νέκυάς τε καὶ ἀσπίδας αἵματι δ ἄξων,D,D,D,D,D,A,0.172872924
19549,odyssey,8,475,νώτου ἀποπροταμών ἐπὶ δὲ πλεῖον ἐλέλειπτο,D,D,D,S,D,A,0.172788456
21633,odyssey,12,194,ὀφρύσι νευστάζων οἱ δὲ προπεσόντες ἔρεσσον,D,S,S,D,D,A,0.172788065
9317,iliad,15,380,μᾶλλον ἐπ Ἀργείοισι θόρον μνήσαντο δὲ χάρμης,D,S,D,S,D,A,0.172754796
9763,iliad,16,80,ἀλλὰ καὶ ὧς Πάτροκλε νεῶν ἄπο λοιγὸν ἀμύνων,D,S,D,D,D,A,0.172742319
18256,odyssey,5,353,αἰθυίῃ ἐικυῖα μέλαν δέ ἑ κῦμα κάλυψεν,S,D,D,D,D,A,0.172727604
3386,iliad,5,894,τώ σ ὀΐω κείνης τάδε πάσχειν ἐννεσίῃσιν,D,S,D,S,D,A,0.172727073
6150,iliad,10,468,μὴ λάθοι αὖτις ἰόντε θοὴν διὰ νύκτα μέλαιναν,D,D,D,D,D,A,0.172698573
8874,iliad,14,458,Αἴαντι δὲ μάλιστα δαΐφρονι θυμὸν ὄρινε,S,D,D,D,D,A,0.172677651
2834,iliad,5,342,τοὔνεκ ἀναίμονές εἰσι καὶ ἀθάνατοι καλέονται,D,D,D,D,D,A,0.172664836
14355,iliad,23,375,φαίνετ ἄφαρ δ ἵπποισι τάθη δρόμος ὦκα δ ἔπειτα,D,S,D,D,D,A,0.172645222
19163,odyssey,8,89,καὶ δέπας ἀμφικύπελλον ἑλὼν σπείσασκε θεοῖσιν,D,D,D,S,D,A,0.172624081
15025,iliad,24,148,οἶον μὴ δέ τις ἄλλος ἅμα Τρώων ἴτω ἀνήρ,S,D,D,S,D,A,0.172615492
15054,iliad,24,177,οἶον μὴ δέ τις ἄλλος ἅμα Τρώων ἴτω ἀνήρ,S,D,D,S,D,A,0.172615492
847,iliad,2,237,αὐτοῦ ἐνὶ Τροίῃ γέρα πεσσέμεν ὄφρα ἴδηται,D,S,D,D,D,A,0.172610227
12807,iliad,20,456,ἤριπε δὲ προπάροιθε ποδῶν ὃ δὲ τὸν μὲν ἔασε,D,D,D,D,D,A,0.172527817
24681,odyssey,18,173,μηδ οὕτω δακρύοισι πεφυρμένη ἀμφὶ πρόσωπα,S,D,D,D,D,A,0.172518375
7626,iliad,13,47,‘Αἴαντε σφὼ μέν τε σαώσετε λαὸν Ἀχαιῶν,S,S,D,D,D,A,0.172491057
20445,odyssey,10,219,σαῖνον τοὶ δ ἔδεισαν ἐπεὶ ἴδον αἰνὰ πέλωρα,S,S,D,D,D,A,0.172483823
19392,odyssey,8,318,εἰς ὅ κέ μοι μάλα πάντα πατὴρ ἀποδῷσιν ἔεδνα,D,D,D,D,D,A,0.172465906
13984,iliad,23,4,Μυρμιδόνας δ οὐκ εἴα ἀποσκίδνασθαι Ἀχιλλεύς,D,S,D,S,D,A,0.172443374
9002,iliad,15,65,Πάτροκλον τὸν δὲ κτενεῖ ἔγχεϊ φαίδιμος Ἕκτωρ,S,S,D,D,D,A,0.172437431
1552,iliad,3,65,οὔ τοι ἀπόβλητ ἐστὶ θεῶν ἐρικυδέα δῶρα,D,S,D,D,D,A,0.172437207
7985,iliad,13,406,τὴν ἄρ ὅ γε ῥινοῖσι βοῶν καὶ νώροπι χαλκῷ,S,D,D,S,D,A,0.172428663
5519,iliad,9,546,ὄφρα μὲν οὖν Μελέαγρος ἄρηι φίλος πολέμιζε,D,D,D,D,D,A,0.172424952
27240,odyssey,23,371,νυκτὶ κατακρύψασα θοῶς ἐξῆγε πόληος,D,S,D,S,D,A,0.17241687
25002,odyssey,19,66,‘ξεῖν ἔτι καὶ νῦν ἐνθάδ ἀνιήσεις διὰ νύκτα,D,S,D,S,D,A,0.172414519
7383,iliad,12,275,αἴ κε Ζεὺς δώῃσιν Ὀλύμπιος ἀστεροπητὴς,S,S,D,D,D,A,0.172413298
212,iliad,1,213,καί ποτέ τοι τρὶς τόσσα παρέσσεται ἀγλαὰ δῶρα,D,S,D,D,D,A,0.172367729
9224,iliad,15,287,οἷον δ αὖτ ἐξαῦτις ἀνέστη κῆρας ἀλύξας,S,S,D,S,D,A,0.172352756
14419,iliad,23,439,‘Ἀντίλοχ οὔ τις σεῖο βροτῶν ὀλοώτερος ἄλλος,D,S,D,D,D,A,0.172336872
25068,odyssey,19,132,οἵ τ αὐτὴν Ἰθάκην εὐδείελον ἀμφινέμονται,S,D,S,D,D,A,0.172312201
16076,odyssey,1,395,πολλοὶ ἐν ἀμφιάλῳ Ἰθάκῃ νέοι ἠδὲ παλαιοί,D,D,D,D,D,A,0.17230365
25622,odyssey,20,82,μηδέ τι χείρονος ἀνδρὸς ἐϋφραίνοιμι νόημα,D,D,D,S,D,A,0.172299696
8018,iliad,13,439,ἥρως Ἰδομενεύς ῥῆξεν δέ οἱ ἀμφὶ χιτῶνα,S,D,S,D,D,A,0.17224874
16741,odyssey,3,182,ἵστασαν αὐτάρ ἐγώ γε Πύλονδ ἔχον οὐδέ ποτ ἔσβη,D,D,D,D,D,A,0.172230867
22236,odyssey,13,344,ἀλλ ἄγε τοι δείξω Ἰθάκης ἕδος ὄφρα πεποίθῃς,D,S,D,D,D,A,0.172206188
12999,iliad,21,145,ἔστη ἔχων δύο δοῦρε μένος δέ οἱ ἐν φρεσὶ θῆκε,D,D,D,D,D,A,0.17217949
12745,iliad,20,394,τὸν μὲν Ἀχαιῶν ἵπποι ἐπισσώτροις δατέοντο,D,S,D,S,D,A,0.172175155
11579,iliad,18,268,ἀμβροσίη εἰ δ ἄμμε κιχήσεται ἐνθάδ ἐόντας,D,S,D,D,D,A,0.172156774
22531,odyssey,14,199,ἐκ μὲν Κρητάων γένος εὔχομαι εὐρειάων,S,S,D,D,S,A,0.172148933
16712,odyssey,3,153,ἠῶθεν δ οἱ μὲν νέας ἕλκομεν εἰς ἅλα δῖαν,S,S,D,D,D,A,0.172122478
13091,iliad,21,237,τοὺς ἔκβαλλε θύραζε μεμυκὼς ἠΰτε ταῦρος,S,D,D,S,D,A,0.172118475
19928,odyssey,9,268,δοίης δωτίνην ἥ τε ξείνων θέμις ἐστίν,S,S,S,S,D,A,0.172105533
24479,odyssey,17,577,ἦ τινά που δείσας ἐξαίσιον ἦε καὶ ἄλλως,D,S,S,D,D,A,0.172088333
14210,iliad,23,230,Θρηΐκιον κατὰ πόντον ὃ δ ἔστενεν οἴδματι θύων,D,D,D,D,D,A,0.172042224
3818,iliad,6,417,οὐδέ μιν ἐξενάριξε σεβάσσατο γὰρ τό γε θυμῷ,D,D,D,D,D,A,0.172032483
18584,odyssey,6,188,Ζεὺς δ αὐτὸς νέμει ὄλβον Ὀλύμπιος ἀνθρώποισιν,S,D,D,D,S,A,0.172026205
18886,odyssey,7,159,‘Ἀλκίνο οὐ μέν τοι τόδε κάλλιον οὐδὲ ἔοικε,D,S,D,D,D,A,0.171993579
12641,iliad,20,290,τὸν δέ κε Πηλεΐδης σχεδὸν ἄορι θυμὸν ἀπηύρα,D,D,D,D,D,A,0.171987165
13148,iliad,21,294,μὴ πρὶν παύειν χεῖρας ὁμοιΐου πολέμοιο,S,S,D,S,D,A,0.171983237
20401,odyssey,10,175,εἰς Ἀίδαο δόμους πρὶν μόρσιμον ἦμαρ ἐπέλθῃ,D,D,S,D,D,A,0.171975847
9903,iliad,16,220,πρόσθεν Μυρμιδόνων πολεμιζέμεν αὐτὰρ Ἀχιλλεὺς,S,D,D,D,D,A,0.1719569
6097,iliad,10,415,βουλὰς βουλεύει θείου παρὰ σήματι Ἴλου,S,S,S,D,D,A,0.171943098
4694,iliad,8,282,βάλλ οὕτως αἴ κέν τι φόως Δαναοῖσι γένηαι,S,S,D,D,D,A,0.171940267
6680,iliad,11,419,ὥς ῥα τότ ἀμφ Ὀδυσῆα Διῒ φίλον ἐσσεύοντο,D,D,D,D,S,A,0.171924192
23709,odyssey,16,287,ἐκ καπνοῦ κατέθηκ ἐπεὶ οὐκέτι τοῖσιν ἐῴκει,S,D,D,D,D,A,0.171909353
6408,iliad,11,147,ὅλμον δ ὣς ἔσσευε κυλίνδεσθαι δι ὁμίλου,S,S,D,S,D,A,0.171896197
5722,iliad,10,40,ἄνδρας δυσμενέας σκοπιαζέμεν οἶος ἐπελθὼν,S,D,D,D,D,A,0.171880916
10036,iliad,16,353,σίνται ὑπ ἐκ μήλων αἱρεύμενοι αἵ τ ἐν ὄρεσσι,D,S,S,D,D,A,0.171864988
21561,odyssey,12,122,δείδω μή σ ἐξαῦτις ἐφορμηθεῖσα κίχῃσι,S,S,D,S,D,A,0.171862265
17873,odyssey,4,817,νῦν αὖ παῖς ἀγαπητὸς ἔβη κοίλης ἐπὶ νηός,S,D,D,S,D,A,0.171860592
9373,iliad,15,436,Αἴας δ ἐρρίγησε κασίγνητον δὲ προσηύδα,S,S,D,S,D,A,0.171860043
1577,iliad,3,90,αὐτὸν δ ἐν μέσσῳ καὶ ἀρηΐφιλον Μενέλαον,S,S,D,D,D,A,0.171787754
21242,odyssey,11,443,ἀλλὰ τὸ μὲν φάσθαι τὸ δὲ καὶ κεκρυμμένον εἶναι,D,S,D,S,D,A,0.171769089
23398,odyssey,15,533,ὑμετέρου δ οὐκ ἔστι γένος βασιλεύτερον ἄλλο,D,S,D,D,D,A,0.171764739
17904,odyssey,5,1,Ἠὼς δ ἐκ λεχέων παρ ἀγαυοῦ Τιθωνοῖο,S,D,D,S,S,A,0.171760845
6848,iliad,11,587,στῆτ ἐλελιχθέντες καὶ ἀμύνετε νηλεὲς ἦμαρ,D,S,D,D,D,A,0.171734864
4711,iliad,8,299,τοῦτον δ οὐ δύναμαι βαλέειν κύνα λυσσητῆρα,S,D,D,D,S,A,0.171728035
21084,odyssey,11,285,ἡ δὲ Πύλου βασίλευε τέκεν δέ οἱ ἀγλαὰ τέκνα,D,D,D,D,D,A,0.171681745
16123,odyssey,1,442,ἀργυρέῃ ἐπὶ δὲ κληῖδ ἐτάνυσσεν ἱμάντι,D,D,S,D,D,A,0.171676896
22281,odyssey,13,389,αἴ κέ μοι ὣς μεμαυῖα παρασταίης γλαυκῶπι,N,N,N,N,N,N,0.171670139
7540,iliad,12,432,ἀλλ οὐδ ὧς ἐδύναντο φόβον ποιῆσαι Ἀχαιῶν,S,D,D,S,D,A,0.171669293
13011,iliad,21,157,αὐτὰρ ἐμοὶ γενεὴ ἐξ Ἀξιοῦ εὐρὺ ῥέοντος,D,D,S,D,D,A,0.17166228
236,iliad,1,237,φύλλά τε καὶ φλοιόν νῦν αὖτέ μιν υἷες Ἀχαιῶν,D,S,S,D,D,A,0.171658607
338,iliad,1,339,πρός τε θεῶν μακάρων πρός τε θνητῶν ἀνθρώπων,D,D,S,S,S,A,0.171658248
26062,odyssey,21,128,καί νύ κε δή ῥ ἐτάνυσσε βίῃ τὸ τέταρτον ἀνέλκων,D,D,D,D,D,A,0.171656031
13277,iliad,21,423,ὣς φάτ Ἀθηναίη δὲ μετέσσυτο χαῖρε δὲ θυμῷ,D,S,D,D,D,A,0.171651689
539,iliad,1,540,τίς δ αὖ τοι δολομῆτα θεῶν συμφράσσατο βουλάς,S,D,D,S,D,A,0.171633575
952,iliad,2,342,αὔτως γὰρ ἐπέεσσ ἐριδαίνομεν οὐδέ τι μῆχος,S,D,D,D,D,A,0.171631323
24035,odyssey,17,133,τοῖος ἐὼν οἷός ποτ ἐϋκτιμένῃ ἐνὶ Λέσβῳ,D,S,D,D,D,A,0.171588757
7759,iliad,13,180,χαλκῷ ταμνομένη τέρενα χθονὶ φύλλα πελάσσῃ,S,D,D,D,D,A,0.171509223
22018,odyssey,13,126,λήθετ ἀπειλάων τὰς ἀντιθέῳ Ὀδυσῆϊ,D,S,S,D,D,A,0.171506544
25157,odyssey,19,221,‘ὦ γύναι ἀργαλέον τόσσον χρόνον ἀμφὶς ἐόντα,D,D,S,D,D,A,0.171503662
4171,iliad,7,241,οἶδα δ ἐνὶ σταδίῃ δηΐῳ μέλπεσθαι Ἄρηϊ,N,N,N,N,N,N,0.171498174
21408,odyssey,11,609,σμερδαλέος δέ οἱ ἀμφὶ περὶ στήθεσσιν ἀορτὴρ,D,D,D,S,D,A,0.171487143
17167,odyssey,4,111,Λαέρτης θ ὁ γέρων καὶ ἐχέφρων Πηνελόπεια,S,D,D,S,D,A,0.171475797
19236,odyssey,8,162,ἀρχὸς ναυτάων οἵ τε πρηκτῆρες ἔασιν,S,S,S,S,D,A,0.171458158
15729,odyssey,1,48,ἀλλά μοι ἀμφ Ὀδυσῆι δαΐφρονι δαίεται ἦτορ,D,D,D,D,D,A,0.171433255
6185,iliad,10,503,αὐτὰρ ὃ μερμήριζε μένων ὅ τι κύντατον ἕρδοι,D,S,D,D,D,A,0.17142645
18992,odyssey,7,265,σῖτον καὶ μέθυ ἡδύ καὶ ἄμβροτα εἵματα ἕσσεν,S,D,D,D,D,A,0.171415093
20144,odyssey,9,484,ἐκλύσθη δὲ θάλασσα κατερχομένης ὑπὸ πέτρης,S,D,D,D,D,A,0.171411636
20201,odyssey,9,541,ἐκλύσθη δὲ θάλασσα κατερχομένης ὑπὸ πέτρης,S,D,D,D,D,A,0.171411636
13594,iliad,22,129,βέλτερον αὖτ ἔριδι ξυνελαυνέμεν ὅττι τάχιστα,D,D,D,D,D,A,0.171405098
2702,iliad,5,210,ἤματι τῷ ἑλόμην ὅτε Ἴλιον εἰς ἐρατεινὴν,D,D,D,D,D,A,0.171404607
12513,iliad,20,162,νευστάζων κόρυθι βριαρῇ ἀτὰρ ἀσπίδα θοῦριν,S,D,D,D,D,A,0.171390171
26816,odyssey,22,448,πρῶτα μὲν οὖν νέκυας φόρεον κατατεθνηῶτας,D,D,D,D,S,A,0.171376722
21790,odyssey,12,351,ἢ δηθὰ στρεύγεσθαι ἐὼν ἐν νήσῳ ἐρήμῃ,S,S,D,S,D,A,0.171325849
9447,iliad,15,510,ἢ αὐτοσχεδίῃ μῖξαι χεῖράς τε μένος τε,S,D,S,S,D,A,0.171324866
408,iliad,1,409,τοὺς δὲ κατὰ πρύμνας τε καὶ ἀμφ ἅλα ἔλσαι Ἀχαιοὺς,D,S,D,D,D,A,0.171317285
16862,odyssey,3,303,τόφρα δὲ ταῦτ Αἴγισθος ἐμήσατο οἴκοθι λυγρά,D,S,D,D,D,A,0.171305874
4642,iliad,8,230,ἃς ὁπότ ἐν Λήμνῳ κενεαυχέες ἠγοράασθε,D,S,D,D,D,A,0.171305312
4707,iliad,8,295,παύομαι ἀλλ ἐξ οὗ προτὶ Ἴλιον ὠσάμεθ αὐτοὺς,D,S,D,D,D,A,0.171300656
1961,iliad,4,13,ἀλλ ἤτοι νίκη μὲν ἀρηϊφίλου Μενελάου,S,S,D,D,D,A,0.171286828
6966,iliad,11,705,ἡμεῖς μὲν τὰ ἕκαστα διείπομεν ἀμφί τε ἄστυ,S,D,D,D,D,A,0.171286317
18986,odyssey,7,259,ἔνθα μὲν ἑπτάετες μένον ἔμπεδον εἵματα δ αἰεὶ,D,D,D,D,D,A,0.171263197
12875,iliad,21,21,ἄορι θεινομένων ἐρυθαίνετο δ αἵματι ὕδωρ,D,D,D,D,D,A,0.171253626
7494,iliad,12,386,κάππεσ ἀφ ὑψηλοῦ πύργου λίπε δ ὀστέα θυμός,D,S,S,D,D,A,0.171247926
6234,iliad,10,552,ἀμφοτέρω γὰρ σφῶϊ φιλεῖ νεφεληγερέτα Ζεὺς,D,S,D,D,D,A,0.171243113
27616,odyssey,24,376,‘αἲ γάρ Ζεῦ τε πάτερ καὶ Ἀθηναίη καὶ Ἄπολλον,S,D,D,S,D,A,0.17123215
16206,odyssey,2,81,δάκρυ ἀναπρήσας οἶκτος δ ἕλε λαὸν ἅπαντα,D,S,S,D,D,A,0.1711742
2374,iliad,4,426,κυρτὸν ἐὸν κορυφοῦται ἀποπτύει δ ἁλὸς ἄχνην,D,D,D,S,D,A,0.171148076
15261,iliad,24,384,δειδιότες τοῖος γὰρ ἀνὴρ ὤριστος ὄλωλε,D,S,D,S,D,A,0.171146622
16273,odyssey,2,148,τὼ δ ἕως μέν ῥ ἐπέτοντο μετὰ πνοιῇς ἀνέμοιο,N,N,N,N,N,N,0.171138686
16987,odyssey,3,428,δμῳῇσιν κατὰ δώματ ἀγακλυτὰ δαῖτα πένεσθαι,S,D,D,D,D,A,0.171137463
4542,iliad,8,130,ἔνθά κε λοιγὸς ἔην καὶ ἀμήχανα ἔργα γένοντο,D,D,D,D,D,A,0.171118502
6571,iliad,11,310,ἔνθά κε λοιγὸς ἔην καὶ ἀμήχανα ἔργα γένοντο,D,D,D,D,D,A,0.171118502
12933,iliad,21,79,Λῆμνον ἐς ἠγαθέην ἑκατόμβοιον δέ τοι ἦλφον,D,D,D,S,D,A,0.171089722
15303,iliad,24,426,ἀθανάτοις ἐπεὶ οὔ ποτ ἐμὸς πάϊς εἴ ποτ ἔην γε,D,D,D,D,D,A,0.171082975
25220,odyssey,19,284,χρήματ ἀγυρτάζειν πολλὴν ἐπὶ γαῖαν ἰόντι,D,S,S,D,D,A,0.171063801
7227,iliad,12,119,ἐκ πεδίου νίσοντο σὺν ἵπποισιν καὶ ὄχεσφι,D,S,D,S,D,A,0.171039292
3922,iliad,6,521,‘δαιμόνι οὐκ ἄν τίς τοι ἀνὴρ ὃς ἐναίσιμος εἴη,D,S,D,D,D,A,0.171033711
25798,odyssey,20,258,ἐντὸς ἐϋσταθέος μεγάρου παρὰ λάϊνον οὐδόν,D,D,D,D,D,A,0.171030028
11598,iliad,18,287,ἦ οὔ πω κεκόρησθε ἐελμένοι ἔνδοθι πύργων,S,D,D,D,D,A,0.171011579
24320,odyssey,17,418,σίτου ἐγὼ δέ κέ σε κλείω κατ ἀπείρονα γαῖαν,D,D,S,D,D,A,0.170980051
10131,iliad,16,448,πολλοὶ γὰρ περὶ ἄστυ μέγα Πριάμοιο μάχονται,S,D,D,D,D,A,0.170962661
17849,odyssey,4,793,τόσσα μιν ὁρμαίνουσαν ἐπήλυθε νήδυμος ὕπνος,D,S,D,D,D,A,0.17094205
20297,odyssey,10,71,οἱ δ ἄνεῳ ἐγένοντο πατὴρ δ ἠμείβετο μύθῳ,D,D,D,S,D,A,0.170920923
13449,iliad,21,595,Πηλεΐδης δ ὁρμήσατ Ἀγήνορος ἀντιθέοιο,D,S,D,D,D,A,0.170906091
21207,odyssey,11,408,οὔτε μ ἀνάρσιοι ἄνδρες ἐδηλήσαντ ἐπὶ χέρσου,D,D,D,S,D,A,0.170895115
10241,iliad,16,558,κεῖται ἀνὴρ ὃς πρῶτος ἐσήλατο τεῖχος Ἀχαιῶν,D,S,D,D,D,A,0.170887613
7005,iliad,11,744,ἔτρεσαν ἄλλυδις ἄλλος ἐπεὶ ἴδον ἄνδρα πεσόντα,D,D,D,D,D,A,0.170871246
24696,odyssey,18,188,κούρῃ Ἰκαρίοιο κατὰ γλυκὺν ὕπνον ἔχευεν,S,D,D,D,D,A,0.170834928
2604,iliad,5,112,πὰρ δὲ στὰς βέλος ὠκὺ διαμπερὲς ἐξέρυσ ὤμου,S,D,D,D,D,A,0.170802646
14641,iliad,23,661,δώῃ καμμονίην γνώωσι δὲ πάντες Ἀχαιοί,S,D,S,D,D,A,0.170802325
21958,odyssey,13,66,Ἀρήτη δ ἄρα οἱ δμῳὰς ἅμ ἔπεμπε γυναῖκας,S,D,S,D,D,A,0.170732503
24834,odyssey,18,326,ἥ ῥ Ὀδυσῆ ἐνένιπεν ὀνειδείοις ἐπέεσσιν,D,D,D,S,D,A,0.170722852
3774,iliad,6,373,πύργῳ ἐφεστήκει γοόωσά τε μυρομένη τε,D,S,D,D,D,A,0.17072169
23972,odyssey,17,70,ἔνθα καθέζετ ἰών τοὶ δ ἐξερέεινον ἕκαστα,D,D,S,D,D,A,0.170718623
10559,iliad,17,9,οὐδ ἄρα Πάνθου υἱὸς ἐϋμμελίης ἀμέλησε,D,S,D,D,D,A,0.170665361
27136,odyssey,23,267,ἐλθεῖν ἐν χείρεσσιν ἔχοντ εὐῆρες ἐρετμόν,S,S,D,S,D,A,0.170658181
18211,odyssey,5,308,ὡς δὴ ἐγώ γ ὄφελον θανέειν καὶ πότμον ἐπισπεῖν,D,D,D,S,D,A,0.17065056
3014,iliad,5,522,ἀλλ ἔμενον νεφέλῃσιν ἐοικότες ἅς τε Κρονίων,D,D,D,D,D,A,0.170631988
21978,odyssey,13,86,ἡ δὲ μάλ ἀσφαλέως θέεν ἔμπεδον οὐδέ κεν ἴρηξ,D,D,D,D,D,A,0.170628158
13737,iliad,22,272,κήδε ἐμῶν ἑτάρων οὓς ἔκτανες ἔγχεϊ θύων,D,D,S,D,D,A,0.170608496
16743,odyssey,3,184,ὣς ἦλθον φίλε τέκνον ἀπευθής οὐδέ τι οἶδα,S,D,D,S,D,A,0.170597685
2640,iliad,5,148,τοὺς μὲν ἔασ ὃ δ Ἄβαντα μετῴχετο καὶ Πολύειδον,D,D,D,D,D,A,0.170593322
6254,iliad,10,572,αὐτοὶ δ ἱδρῶ πολλὸν ἀπενίζοντο θαλάσσῃ,S,S,D,S,D,A,0.17053772
1626,iliad,3,139,ὣς εἰποῦσα θεὰ γλυκὺν ἵμερον ἔμβαλε θυμῷ,S,D,D,D,D,A,0.17052117
25750,odyssey,20,210,εἷσ ἔτι τυτθὸν ἐόντα Κεφαλλήνων ἐνὶ δήμῳ,D,D,D,S,D,A,0.170520279
25400,odyssey,19,464,οὐλὴν ὅττι πάθοι ὁ δ ἄρα σφίσιν εὖ κατέλεξεν,S,D,D,D,D,A,0.170489902
6256,iliad,10,574,αὐτὰρ ἐπεί σφιν κῦμα θαλάσσης ἱδρῶ πολλὸν,D,S,D,S,S,A,0.17048352
20559,odyssey,10,333,ἀλλ ἄγε δὴ κολεῷ μὲν ἄορ θέο νῶι δ ἔπειτα,D,D,D,D,D,A,0.170442958
3015,iliad,5,523,νηνεμίης ἔστησεν ἐπ ἀκροπόλοισιν ὄρεσσιν,D,S,D,D,D,A,0.170439563
12691,iliad,20,340,ὣς εἰπὼν λίπεν αὐτόθ ἐπεὶ διεπέφραδε πάντα,S,D,D,D,D,A,0.170425525
18080,odyssey,5,177,οὐδ ἂν ἐγὼν ἀέκητι σέθεν σχεδίης ἐπιβαίην,D,D,D,D,D,A,0.17037655
17617,odyssey,4,561,σοι δ οὐ θέσφατόν ἐστι διοτρεφὲς ὦ Μενέλαε,S,D,D,D,D,A,0.170376278
13498,iliad,22,33,ᾤμωξεν δ ὃ γέρων κεφαλὴν δ ὅ γε κόψατο χερσὶν,S,D,D,D,D,A,0.170361507
6017,iliad,10,335,κρατὶ δ ἐπὶ κτιδέην κυνέην ἕλε δ ὀξὺν ἄκοντα,D,D,D,D,D,A,0.170357103
18590,odyssey,6,194,ἄστυ δέ τοι δείξω ἐρέω δέ τοι οὔνομα λαῶν,D,S,D,D,D,A,0.170350705
7777,iliad,13,198,ὥς τε δύ αἶγα λέοντε κυνῶν ὕπο καρχαροδόντων,D,D,D,D,D,A,0.17034843
20741,odyssey,10,515,ἔνθα δ ἔπειθ ἥρως χριμφθεὶς πέλας ὥς σε κελεύω,D,S,S,D,D,A,0.170343705
25258,odyssey,19,322,ἥμενος ἐν μεγάρῳ τῷ δ ἄλγιον ὅς κεν ἐκείνων,D,D,S,D,D,A,0.170326837
26896,odyssey,23,27,ἦλθ Ὀδυσεὺς καὶ οἶκον ἱκάνεται ὡς ἀγορεύω,D,S,D,D,D,A,0.170319868
18154,odyssey,5,251,τόσσον ἔπ εὐρεῖαν σχεδίην ποιήσατ Ὀδυσσεύς,D,S,D,S,D,A,0.170297398
21845,odyssey,12,406,νηὸς ὕπερ γλαφυρῆς ἤχλυσε δὲ πόντος ὑπ αὐτῆς,D,D,S,D,D,A,0.170292062
22636,odyssey,14,304,νηὸς ὕπερ γλαφυρῆς ἤχλυσε δὲ πόντος ὑπ αὐτῆς,D,D,S,D,D,A,0.170292062
23582,odyssey,16,160,οὐ γὰρ πω πάντεσσι θεοὶ φαίνονται ἐναργεῖς,S,S,D,S,D,A,0.170277899
27113,odyssey,23,244,ζεύγνυσθ ὠκύποδας φάος ἀνθρώποισι φέροντας,S,D,D,S,D,A,0.170277629
16067,odyssey,1,386,μὴ σέ γ ἐν ἀμφιάλῳ Ἰθάκῃ βασιλῆα Κρονίων,D,D,D,D,D,A,0.170245837
