Column1,text,book,line,string,foot1,foot2,foot3,foot4,foot5,foot6,me
6064,iliad,10,382,τὸν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,39.72591593
6105,iliad,10,423,τὸν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,39.72591593
6236,iliad,10,554,τὸν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,39.72591593
12081,iliad,19,154,τὸν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,39.72591593
12142,iliad,19,215,τὸν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,39.72591593
18934,odyssey,7,207,τὸν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,39.72591593
19029,odyssey,7,302,τὸν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,39.72591593
19226,odyssey,8,152,τὸν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,39.72591593
19486,odyssey,8,412,τὸν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,39.72591593
19661,odyssey,9,1,τὸν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,39.72591593
21153,odyssey,11,354,τὸν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,39.72591593
21176,odyssey,11,377,τὸν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,39.72591593
22523,odyssey,14,191,τὸν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,39.72591593
22722,odyssey,14,390,τὸν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,39.72591593
23245,odyssey,15,380,τὸν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,39.72591593
23622,odyssey,16,200,τὸν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,39.72591593
23918,odyssey,17,16,τὸν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,39.72591593
24094,odyssey,17,192,τὸν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,39.72591593
24255,odyssey,17,353,τὸν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,39.72591593
24632,odyssey,18,124,τὸν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,39.72591593
24873,odyssey,18,365,τὸν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,39.72591593
24977,odyssey,19,41,τὸν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,39.72591593
25766,odyssey,20,226,τὸν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,39.72591593
26473,odyssey,22,105,τὸν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,39.72591593
26538,odyssey,22,170,τὸν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,39.72591593
26997,odyssey,23,128,τὸν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,39.72591593
27542,odyssey,24,302,τὸν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,39.72591593
27570,odyssey,24,330,τὸν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,39.72591593
27596,odyssey,24,356,τὸν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,39.72591593
27646,odyssey,24,406,τὸν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,39.72591593
16069,odyssey,1,388,τὸν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,29.86914278
16093,odyssey,1,412,τὸν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,29.86914278
16254,odyssey,2,129,τὸν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,29.86914278
16333,odyssey,2,208,τὸν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,29.86914278
16434,odyssey,2,309,τὸν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,29.86914278
16634,odyssey,3,75,τὸν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,29.86914278
16760,odyssey,3,201,τὸν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,29.86914278
16784,odyssey,3,225,τὸν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,29.86914278
17346,odyssey,4,290,τὸν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,29.86914278
17371,odyssey,4,315,τὸν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,29.86914278
17649,odyssey,4,593,τὸν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,29.86914278
22951,odyssey,15,86,τὸν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,29.86914278
23019,odyssey,15,154,τὸν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,29.86914278
23130,odyssey,15,265,τὸν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,29.86914278
23144,odyssey,15,279,τὸν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,29.86914278
23377,odyssey,15,512,τὸν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,29.86914278
23400,odyssey,15,535,τὸν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,29.86914278
23452,odyssey,16,30,τὸν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,29.86914278
23490,odyssey,16,68,τὸν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,29.86914278
23533,odyssey,16,111,τὸν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,29.86914278
23567,odyssey,16,145,τὸν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,29.86914278
23661,odyssey,16,239,τὸν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,29.86914278
23683,odyssey,16,261,τὸν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,29.86914278
23979,odyssey,17,77,τὸν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,29.86914278
24294,odyssey,17,392,τὸν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,29.86914278
24500,odyssey,17,598,τὸν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,29.86914278
25878,odyssey,20,338,τὸν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,29.86914278
26521,odyssey,22,153,τὸν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,29.86914278
26991,odyssey,23,122,τὸν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,29.86914278
27750,odyssey,24,510,τὸν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,29.86914278
200,iliad,1,201,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,S,S,D,D,D,A,27.79731944
617,iliad,2,7,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,S,S,D,D,D,A,27.79731944
2260,iliad,4,312,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,S,S,D,D,D,A,27.79731944
2317,iliad,4,369,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,S,S,D,D,D,A,27.79731944
4513,iliad,8,101,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,S,S,D,D,D,A,27.79731944
5845,iliad,10,163,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,S,S,D,D,D,A,27.79731944
8329,iliad,13,750,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,S,S,D,D,D,A,27.79731944
8554,iliad,14,138,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,S,S,D,D,D,A,27.79731944
9689,iliad,16,6,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,S,S,D,D,D,A,27.79731944
10624,iliad,17,74,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,S,S,D,D,D,A,27.79731944
12682,iliad,20,331,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,S,S,D,D,D,A,27.79731944
12927,iliad,21,73,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,S,S,D,D,D,A,27.79731944
14581,iliad,23,601,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,S,S,D,D,D,A,27.79731944
14605,iliad,23,625,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,S,S,D,D,D,A,27.79731944
15394,iliad,24,517,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,S,S,D,D,D,A,27.79731944
15803,odyssey,1,122,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,S,S,D,D,D,A,27.79731944
18075,odyssey,5,172,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,S,S,D,D,D,A,27.79731944
19420,odyssey,8,346,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,S,S,D,D,D,A,27.79731944
19481,odyssey,8,407,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,S,S,D,D,D,A,27.79731944
21950,odyssey,13,58,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,S,S,D,D,D,A,27.79731944
22119,odyssey,13,227,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,S,S,D,D,D,A,27.79731944
22145,odyssey,13,253,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,S,S,D,D,D,A,27.79731944
22446,odyssey,14,114,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,S,S,D,D,D,A,27.79731944
23124,odyssey,15,259,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,S,S,D,D,D,A,27.79731944
23601,odyssey,16,179,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,S,S,D,D,D,A,27.79731944
24612,odyssey,18,104,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,S,S,D,D,D,A,27.79731944
25738,odyssey,20,198,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,S,S,D,D,D,A,27.79731944
26778,odyssey,22,410,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,S,S,D,D,D,A,27.79731944
27612,odyssey,24,372,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,S,S,D,D,D,A,27.79731944
27639,odyssey,24,399,καί μιν φωνήσας ἔπεα πτερόεντα προσηύδα,S,S,D,D,D,A,27.79731944
18117,odyssey,5,214,τὴν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,26.82014916
18967,odyssey,7,240,τὴν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,26.82014916
19537,odyssey,8,463,τὴν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,26.82014916
22203,odyssey,13,311,τὴν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,26.82014916
22274,odyssey,13,382,τὴν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,26.82014916
22308,odyssey,13,416,τὴν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,26.82014916
25042,odyssey,19,106,τὴν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,26.82014916
25100,odyssey,19,164,τὴν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,26.82014916
25156,odyssey,19,220,τὴν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,26.82014916
25197,odyssey,19,261,τὴν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,26.82014916
25271,odyssey,19,335,τὴν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,26.82014916
25318,odyssey,19,382,τὴν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,26.82014916
25435,odyssey,19,499,τὴν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,26.82014916
25490,odyssey,19,554,τὴν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,26.82014916
25518,odyssey,19,582,τὴν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,26.82014916
25576,odyssey,20,36,τὴν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,26.82014916
26798,odyssey,22,430,τὴν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,26.82014916
26858,odyssey,22,490,τὴν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,26.82014916
27131,odyssey,23,262,τὴν δ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,26.82014916
24064,odyssey,17,162,τὸν δ αὖτε προσέειπε περίφρων Πηνελόπεια,S,D,D,S,D,A,26.74521475
24430,odyssey,17,528,τὸν δ αὖτε προσέειπε περίφρων Πηνελόπεια,S,D,D,S,D,A,26.74521475
24487,odyssey,17,585,τὸν δ αὖτε προσέειπε περίφρων Πηνελόπεια,S,D,D,S,D,A,26.74521475
25244,odyssey,19,308,τὸν δ αὖτε προσέειπε περίφρων Πηνελόπεια,S,D,D,S,D,A,26.74521475
25285,odyssey,19,349,τὸν δ αὖτε προσέειπε περίφρων Πηνελόπεια,S,D,D,S,D,A,26.74521475
25495,odyssey,19,559,τὸν δ αὖτε προσέειπε περίφρων Πηνελόπεια,S,D,D,S,D,A,26.74521475
25524,odyssey,19,588,τὸν δ αὖτε προσέειπε περίφρων Πηνελόπεια,S,D,D,S,D,A,26.74521475
26245,odyssey,21,311,τὸν δ αὖτε προσέειπε περίφρων Πηνελόπεια,S,D,D,S,D,A,26.74521475
26264,odyssey,21,330,τὸν δ αὖτε προσέειπε περίφρων Πηνελόπεια,S,D,D,S,D,A,26.74521475
26972,odyssey,23,103,τὸν δ αὖτε προσέειπε περίφρων Πηνελόπεια,S,D,D,S,D,A,26.74521475
27041,odyssey,23,172,τὸν δ αὖτε προσέειπε περίφρων Πηνελόπεια,S,D,D,S,D,A,26.74521475
27124,odyssey,23,255,τὸν δ αὖτε προσέειπε περίφρων Πηνελόπεια,S,D,D,S,D,A,26.74521475
27153,odyssey,23,284,τὸν δ αὖτε προσέειπε περίφρων Πηνελόπεια,S,D,D,S,D,A,26.74521475
12370,iliad,20,19,τὸν δ ἀπαμειβόμενος προσέφη νεφεληγερέτα Ζεύς,D,D,D,D,D,A,22.87921866
21823,odyssey,12,384,τὸν δ ἀπαμειβόμενος προσέφη νεφεληγερέτα Ζεύς,D,D,D,D,D,A,22.87921866
22045,odyssey,13,153,τὸν δ ἀπαμειβόμενος προσέφη νεφεληγερέτα Ζεύς,D,D,D,D,D,A,22.87921866
83,iliad,1,84,τὸν δ ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς,D,D,D,D,D,A,21.85965901
5280,iliad,9,307,τὸν δ ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς,D,D,D,D,D,A,21.85965901
5575,iliad,9,602,τὸν δ ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς,D,D,D,D,D,A,21.85965901
5612,iliad,9,639,τὸν δ ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς,D,D,D,D,D,A,21.85965901
6867,iliad,11,606,τὸν δ ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς,D,D,D,D,D,A,21.85965901
12072,iliad,19,145,τὸν δ ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς,D,D,D,D,D,A,21.85965901
12125,iliad,19,198,τὸν δ ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς,D,D,D,D,D,A,21.85965901
13076,iliad,21,222,τὸν δ ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς,D,D,D,D,D,A,21.85965901
14073,iliad,23,93,τὸν δ ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς,D,D,D,D,D,A,21.85965901
15894,odyssey,1,213,τὴν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,21.53007207
15911,odyssey,1,230,τὴν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,21.53007207
15987,odyssey,1,306,τὴν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,21.53007207
16026,odyssey,1,345,τὴν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,21.53007207
16496,odyssey,2,371,τὴν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,21.53007207
16580,odyssey,3,21,τὴν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,21.53007207
16798,odyssey,3,239,τὴν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,21.53007207
23044,odyssey,15,179,τὴν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,21.53007207
23947,odyssey,17,45,τὴν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,21.53007207
24009,odyssey,17,107,τὴν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,21.53007207
24734,odyssey,18,226,τὴν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,21.53007207
24962,odyssey,19,26,τὴν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,21.53007207
26277,odyssey,21,343,τὴν δ αὖ Τηλέμαχος πεπνυμένος ἀντίον ηὔδα,S,D,S,D,D,A,21.53007207
5645,iliad,9,672,τὸν δ αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς,S,D,D,S,D,A,18.55315017
5930,iliad,10,248,τὸν δ αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς,S,D,D,S,D,A,18.55315017
22480,odyssey,14,148,τὸν δ αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς,S,D,D,S,D,A,18.55315017
23512,odyssey,16,90,τὸν δ αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς,S,D,D,S,D,A,18.55315017
23646,odyssey,16,224,τὸν δ αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς,S,D,D,S,D,A,18.55315017
23679,odyssey,16,257,τὸν δ αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς,S,D,D,S,D,A,18.55315017
23687,odyssey,16,265,τὸν δ αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς,S,D,D,S,D,A,18.55315017
24462,odyssey,17,560,τὸν δ αὖτε προσέειπε πολύτλας δῖος Ὀδυσσεύς,S,D,D,S,D,A,18.55315017
17886,odyssey,4,830,τὴν δ αὖτε προσέειπε περίφρων Πηνελόπεια,S,D,D,S,D,A,18.05649114
24400,odyssey,17,498,τὴν δ αὖτε προσέειπε περίφρων Πηνελόπεια,S,D,D,S,D,A,18.05649114
24685,odyssey,18,177,τὴν δ αὖτε προσέειπε περίφρων Πηνελόπεια,S,D,D,S,D,A,18.05649114
26879,odyssey,23,10,τὴν δ αὖτε προσέειπε περίφρων Πηνελόπεια,S,D,D,S,D,A,18.05649114
26926,odyssey,23,57,τὴν δ αὖτε προσέειπε περίφρων Πηνελόπεια,S,D,D,S,D,A,18.05649114
2297,iliad,4,349,τὸν δ ἄρ ὑπόδρα ἰδὼν προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,17.60202962
8498,iliad,14,82,τὸν δ ἄρ ὑπόδρα ἰδὼν προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,17.60202962
19239,odyssey,8,165,τὸν δ ἄρ ὑπόδρα ἰδὼν προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,17.60202962
24522,odyssey,18,14,τὸν δ ἄρ ὑπόδρα ἰδὼν προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,17.60202962
26428,odyssey,22,60,τὸν δ ἄρ ὑπόδρα ἰδὼν προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,17.60202962
26688,odyssey,22,320,τὸν δ ἄρ ὑπόδρα ἰδὼν προσέφη πολύμητις Ὀδυσσεύς,D,D,D,D,D,A,17.60202962
129,iliad,1,130,τὸν δ ἀπαμειβόμενος προσέφη κρείων Ἀγαμέμνων,D,D,D,S,D,A,17.58950409
284,iliad,1,285,τὸν δ ἀπαμειβόμενος προσέφη κρείων Ἀγαμέμνων,D,D,D,S,D,A,17.58950409
979,iliad,2,369,τὸν δ ἀπαμειβόμενος προσέφη κρείων Ἀγαμέμνων,D,D,D,S,D,A,17.58950409
2136,iliad,4,188,τὸν δ ἀπαμειβόμενος προσέφη κρείων Ἀγαμέμνων,D,D,D,S,D,A,17.58950409
5724,iliad,10,42,τὸν δ ἀπαμειβόμενος προσέφη κρείων Ἀγαμέμνων,D,D,D,S,D,A,17.58950409
205,iliad,1,206,τὸν δ αὖτε προσέειπε θεὰ γλαυκῶπις Ἀθήνη,S,D,D,S,D,A,17.25607449
3963,iliad,7,33,τὸν δ αὖτε προσέειπε θεὰ γλαυκῶπις Ἀθήνη,S,D,D,S,D,A,17.25607449
13642,iliad,22,177,τὸν δ αὖτε προσέειπε θεὰ γλαυκῶπις Ἀθήνη,S,D,D,S,D,A,17.25607449
13703,iliad,22,238,τὸν δ αὖτε προσέειπε θεὰ γλαυκῶπις Ἀθήνη,S,D,D,S,D,A,17.25607449
22128,odyssey,13,236,τὸν δ αὖτε προσέειπε θεὰ γλαυκῶπις Ἀθήνη,S,D,D,S,D,A,17.25607449
22253,odyssey,13,361,τὸν δ αὖτε προσέειπε θεὰ γλαυκῶπις Ἀθήνη,S,D,D,S,D,A,17.25607449
25584,odyssey,20,44,τὸν δ αὖτε προσέειπε θεὰ γλαυκῶπις Ἀθήνη,S,D,D,S,D,A,17.25607449
17224,odyssey,4,168,τὸν δ ἀπαμειβόμενος προσέφη ξανθὸς Μενέλαος,D,D,D,S,D,A,17.03718537
17259,odyssey,4,203,τὸν δ ἀπαμειβόμενος προσέφη ξανθὸς Μενέλαος,D,D,D,S,D,A,17.03718537
3921,iliad,6,520,τὸν δ ἀπαμειβόμενος προσέφη κορυθαίολος Ἕκτωρ,D,D,D,D,D,A,16.88431187
15859,odyssey,1,178,τὸν δ αὖτε προσέειπε θεά γλαυκῶπις Ἀθήνη,S,D,D,S,D,A,16.71528571
15902,odyssey,1,221,τὸν δ αὖτε προσέειπε θεά γλαυκῶπις Ἀθήνη,S,D,D,S,D,A,16.71528571
16584,odyssey,3,25,τὸν δ αὖτε προσέειπε θεά γλαυκῶπις Ἀθήνη,S,D,D,S,D,A,16.71528571
16788,odyssey,3,229,τὸν δ αὖτε προσέειπε θεά γλαυκῶπις Ἀθήνη,S,D,D,S,D,A,16.71528571
16915,odyssey,3,356,τὸν δ αὖτε προσέειπε θεά γλαυκῶπις Ἀθήνη,S,D,D,S,D,A,16.71528571
18754,odyssey,7,27,τὸν δ αὖτε προσέειπε θεά γλαυκῶπις Ἀθήνη,S,D,D,S,D,A,16.71528571
6577,iliad,11,316,τὸν δ ἀπαμειβόμενος προσέφη κρατερὸς Διομήδης,D,D,D,D,D,A,16.41149374
2265,iliad,4,317,τὸν δ ἠμείβετ ἔπειτα Γερήνιος ἱππότα Νέστωρ,S,D,D,D,D,A,16.18732358
4563,iliad,8,151,τὸν δ ἠμείβετ ἔπειτα Γερήνιος ἱππότα Νέστωρ,S,D,D,D,D,A,16.18732358
5135,iliad,9,162,τὸν δ ἠμείβετ ἔπειτα Γερήνιος ἱππότα Νέστωρ,S,D,D,D,D,A,16.18732358
5784,iliad,10,102,τὸν δ ἠμείβετ ἔπειτα Γερήνιος ἱππότα Νέστωρ,S,D,D,D,D,A,16.18732358
5810,iliad,10,128,τὸν δ ἠμείβετ ἔπειτα Γερήνιος ἱππότα Νέστωρ,S,D,D,D,D,A,16.18732358
5825,iliad,10,143,τὸν δ ἠμείβετ ἔπειτα Γερήνιος ἱππότα Νέστωρ,S,D,D,D,D,A,16.18732358
6915,iliad,11,654,τὸν δ ἠμείβετ ἔπειτα Γερήνιος ἱππότα Νέστωρ,S,D,D,D,D,A,16.18732358
8468,iliad,14,52,τὸν δ ἠμείβετ ἔπειτα Γερήνιος ἱππότα Νέστωρ,S,D,D,D,D,A,16.18732358
16661,odyssey,3,102,τὸν δ ἠμείβετ ἔπειτα Γερήνιος ἱππότα Νέστωρ,S,D,D,D,D,A,16.18732358
16769,odyssey,3,210,τὸν δ ἠμείβετ ἔπειτα Γερήνιος ἱππότα Νέστωρ,S,D,D,D,D,A,16.18732358
16812,odyssey,3,253,τὸν δ ἠμείβετ ἔπειτα Γερήνιος ἱππότα Νέστωρ,S,D,D,D,D,A,16.18732358
214,iliad,1,215,τὴν δ ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς,D,D,D,D,D,A,15.75673053
11498,iliad,18,187,τὴν δ ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς,D,D,D,D,D,A,15.75673053
15015,iliad,24,138,τὴν δ ἀπαμειβόμενος προσέφη πόδας ὠκὺς Ἀχιλλεύς,D,D,D,D,D,A,15.75673053
559,iliad,1,560,τὴν δ ἀπαμειβόμενος προσέφη νεφεληγερέτα Ζεύς,D,D,D,D,D,A,15.44644202
