,word,corpus,iliad,odyssey
18118,ἄφαντος,1,1,0
18119,Δαρδάνου,1,1,0
18120,φίλατο,1,1,0
18121,θνητάων,1,1,0
18122,ἔχθηρε,1,1,0
18123,νόησον,1,1,0
18124,ἐρύσσεαι,1,1,0
18125,ὠμόσσαμεν,1,1,0
18126,ὅρκους,1,1,0
18127,ἀλεξήσειν,2,2,0
18128,Τροίη,2,2,0
18129,μαλερῷ,2,2,0
18130,δάηται,2,2,0
18131,καιομένη,2,2,0
18132,καίωσι,2,2,0
18133,χέεν,1,1,0
18134,ἐξέρυσεν,1,1,0
18135,ἔσσευεν,1,1,0
18136,ὑπερᾶλτο,1,1,0
18137,ἀτέοντα,1,1,0
18138,φίλτερος,2,1,1
18139,ἀναχωρῆσαι,1,1,0
18140,συμβλήσεαι,1,1,0
18141,εἰσαφίκηαι,1,1,0
18142,ἐξεναρίξει,1,1,0
18143,σκέδασ,2,1,1
18144,ἔξιδεν,1,1,0
18145,ἐφέηκα,1,1,0
18146,ἄσμενος,1,1,0
18147,ἕστατε,1,1,0
18148,τοσσούσδ,1,1,0
18149,ἐφέπειν,1,1,0
18150,ἄμβροτος,3,2,1
18151,τοσσῆσδ,1,1,0
18152,ἐφέποι,1,1,0
18153,πονέοιτο,1,1,0
18154,μεθησέμεν,1,1,0
18155,χαιρήσειν,1,1,0
18156,κέκλεθ,1,1,0
18157,δείδιτε,1,1,0
18158,μύθοις,4,2,2
18159,κολούει,2,1,1
18160,ἄειραν,7,3,4
18161,μίχθη,1,1,0
18162,προμάχιζε,1,1,0
18163,τύψῃ,1,1,0
18164,Ἰφιτίωνα,1,1,0
18165,Ὀτρυντεΐδην,1,1,0
18166,Ὀτρυντῆϊ,1,1,0
18167,Ὕδης,1,1,0
18168,Ὀτρυντεΐδη,1,1,0
18169,Γυγαίῃ,1,1,0
18170,πατρώϊόν,1,1,0
18171,Ὕλλῳ,1,1,0
18172,Ἕρμῳ,1,1,0
18173,ἐπισσώτροις,1,1,0
18174,Δημολέοντα,1,1,0
18175,ἀλεξητῆρα,1,1,0
18176,κρόταφον,1,1,0
18177,Ἱπποδάμαντα,1,1,0
18178,ἄϊσθε,1,1,0
18179,ἤρυγεν,2,2,0
18180,ἑλκόμενος,1,1,0
18181,Ἑλικώνιον,1,1,0
18182,ἐρυγόντα,1,1,0
18183,Πολύδωρον,5,5,0
18184,εἴασκε,1,1,0
18185,παισί,4,2,2
18186,γόνοιο,1,1,0
18187,νηπιέῃσι,2,1,1
18188,ἀναφαίνων,1,1,0
18189,παραΐσσοντος,1,1,0
18190,κυανέη,3,1,2
18191,λιαζόμενον,1,1,0
18192,γαίη,1,1,0
18193,στρωφᾶσθ,1,1,0
18194,ἀνεπᾶλτο,1,1,0
18195,τετιμένον,2,1,1
18196,πτώσσοιμεν,1,1,0
18197,χείρων,1,1,0
18198,χειρότερός,1,1,0
18199,ψύξασα,1,1,0
18200,ἐξήρπαξεν,1,1,0
18201,Δρύοπ,1,1,0
18202,Δημοῦχον,1,1,0
18203,Φιλητορίδην,1,1,0
18204,κάγ,1,1,0
18205,οὐτάζων,1,1,0
18206,Βίαντος,1,1,0
18207,ἐφορμηθείς,2,1,1
18208,τύψας,3,2,1
18209,Ἀλαστορίδην,1,1,0
18210,πεφίδοιτο,1,1,0
18211,κατακτείνειεν,2,2,0
18212,ἐλεήσας,2,1,1
18213,γλυκύθυμος,1,1,0
18214,ἀγανόφρων,1,1,0
18215,χείρεσι,1,1,0
18216,λίσσεσθ,1,1,0
18217,ὄλισθεν,1,1,0
18218,ἐνέπλησεν,1,1,0
18219,Ἀγήνορος,2,2,0
18220,ξυνέχουσι,1,1,0
18221,τένοντες,1,1,0
18222,ἔπειρεν,2,1,1
18223,βαρυνθείς,1,1,0
18224,θείνας,1,1,0
18225,μυελός,1,1,0
18226,σφονδυλίων,1,1,0
18227,ἔκπαλθ,1,1,0
18228,Πείρεω,1,1,0
18229,Ῥίγμον,1,1,0
18230,νηδύϊ,1,1,0
18231,Ἀρηΐθοον,1,1,0
18232,στρέψαντα,1,1,0
18233,ἀναμαιμάει,1,1,0
18234,βαθέ,1,1,0
18235,ἄγκεα,4,2,2
18236,ἀζαλέοιο,1,1,0
18237,βαθεῖα,2,2,0
18238,εἰλυφάζει,1,1,0
18239,ἐφέπων,2,2,0
18240,ζεύξῃ,1,1,0
18241,ἄρσενας,1,1,0
18242,εὐρυμετώπους,2,1,1
18243,τριβέμεναι,1,1,0
18244,ἀλωῇ,3,2,1
18245,λέπτ,2,1,1
18246,πόσσ,1,1,0
18247,ἐριμύκων,2,2,0
18248,στεῖβον,2,1,1
18249,διατμήξας,4,1,3
18250,προτέρῳ,2,1,1
18251,πεφυζότες,4,4,0
18252,πίτνα,1,1,0
18253,ἡμίσεες,3,1,2
18254,εἰλεῦντο,1,1,0
18255,βαθύρροον,1,1,0
18256,ἀργυροδίνην,1,1,0
18257,πατάγῳ,2,2,0
18258,ὄχθαι,1,1,0
18259,ἔννεον,1,1,0
18260,ἑλισσόμενοι,1,1,0
18261,δίνας,2,2,0
18262,ἀκρίδες,1,1,0
18263,φλέγει,1,1,0
18264,πτώσσουσι,1,1,0
18265,βαθυδινήεντος,1,1,0
18266,κελάδων,1,1,0
18267,ὄχθῃ,1,1,0
18268,κεκλιμένον,1,1,0
18269,μυρίκῃσιν,1,1,0
18270,δελφῖνος,1,1,0
18271,μεγακήτεος,1,1,0
18272,ἰχθύες,5,3,2
18273,πιμπλᾶσι,1,1,0
18274,μυχούς,1,1,0
18275,εὐόρμου,1,1,0
18276,λάβῃσιν,3,2,1
18277,πτῶσσον,1,1,0
18278,κρημνούς,1,1,0
18279,ἐναίρων,1,1,0
18280,λέξατο,1,1,0
18281,ἐξῆγε,3,1,2
18282,τεθηπότας,1,1,0
18283,νεβρούς,3,1,2
18284,στρεπτοῖσι,1,1,0
18285,χιτῶσι,1,1,0
18286,δαϊζέμεναι,1,1,0
18287,συνήντετο,3,1,2
18288,ἐννύχιος,1,1,0
18289,προμολών,2,1,1
18290,νέους,2,2,0
18291,ὄρπηκας,1,1,0
18292,ἀνώϊστον,1,1,0
18293,ἐπέρασσε,1,1,0
18294,Ἰήσονος,1,1,0
18295,ὦνον,8,2,6
18296,Ἴμβριος,1,1,0
18297,ἐτέρπετο,2,1,1
18298,δυωδεκάτῃ,2,2,0
18299,πέμψειν,1,1,0
18300,ἔπεφνον,1,1,0
18301,ἀναστήσονται,1,1,0
18302,ζόφου,1,1,0
18303,ἠερόεντος,1,1,0
18304,φυγών,3,1,2
18305,ἠγαθέην,6,2,4
18306,πεπερημένος,1,1,0
18307,ἀκωκῆς,1,1,0
18308,γεύσεται,1,1,0
18309,γῆ,3,1,2
18310,τεθηπώς,1,1,0
18311,ἅψασθαι,4,1,3
18312,ἐκφυγέειν,5,1,4
18313,οὐτάμεναι,4,2,2
18314,ὑπέδραμε,2,1,1
18315,ἄμεναι,1,1,0
18316,ἐλλίσσετο,2,1,1
18317,γουνοῦμαι,1,1,0
18318,αἴδεο,4,2,2
18319,ἐλέησον,6,4,2
18320,εἰμ,1,1,0
18321,ἱκέταο,1,1,0
18322,πασάμην,2,2,0
18323,εἷλες,1,1,0
18324,ἐπέρασσας,1,1,0
18325,ἑκατόμβοιον,1,1,0
18326,ἦλφον,1,1,0
18327,λύμην,1,1,0
18328,παθών,6,1,5
18329,τεῇς,1,1,0
18330,ἀπεχθέσθαι,1,1,0
18331,μινυνθάδιον,1,1,0
18332,Λαοθόη,2,2,0
18333,Ἄλταο,1,1,0
18334,Ἄλτεω,1,1,0
18335,Λελέγεσσι,1,1,0
18336,αἰπήεσσαν,1,1,0
18337,Σατνιόεντι,1,1,0
18338,ἄλλας,8,1,7
18339,γενόμεσθα,1,1,0
18340,δειροτομήσεις,1,1,0
18341,πρυλέεσσι,1,1,0
18342,δάμασσας,1,1,0
18343,σάς,1,1,0
18344,ὁμογάστριος,1,1,0
18345,Ἕκτορός,1,1,0
18346,πιφαύσκεο,2,2,0
18347,πεφιδέσθαι,1,1,0
18348,φίλτερον,3,3,0
18349,ἐπέρασσα,1,1,0
18350,βάλῃσι,1,1,0
18351,κάτθανε,1,1,0
18352,καλός,5,1,4
18353,δείλη,1,1,0
18354,λύτο,10,2,8
18355,γούνατα,12,4,8
18356,ἀφέηκεν,1,1,0
18357,ἀγόρευεν,6,2,4
18358,ἐνταυθοῖ,3,1,2
18359,ἀπολιχμήσονται,1,1,0
18360,ἀκηδέες,3,2,1
18361,ἐνθεμένη,2,2,0
18362,γοήσεται,2,2,0
18363,δινήεις,1,1,0
18364,φρῖχ,1,1,0
18365,ὑπαΐξει,1,1,0
18366,ἰχθύς,2,2,0
18367,φάγῃσι,1,1,0
18368,ἀργέτα,1,1,0
18369,φθείρεσθ,1,1,0
18370,κιχείομεν,1,1,0
18371,ἐΰρροος,1,1,0
18372,ἀργυροδίνης,1,1,0
18373,ἀρκέσει,2,1,1
18374,ἱερεύετε,1,1,0
18375,ταύρους,5,1,4
18376,δίνῃσι,2,2,0
18377,καθίετε,1,1,0
18378,ὀλέεσθε,1,1,0
18379,ἐπέφνετε,1,1,0
18380,χολώσατο,3,1,2
18381,ὅρμηνεν,1,1,0
18382,παύσειε,4,2,2
18383,ἀλάλκοι,4,4,0
18384,Ἀστεροπαίῳ,2,2,0
18385,Πηλεγόνος,2,2,0
18386,Ἀξιός,1,1,0
18387,εὐρυρέεθρος,1,1,0
18388,Περίβοια,2,1,1
18389,Ἀκεσσαμενοῖο,1,1,0
18390,πρεσβυτάτη,1,1,0
18391,κεχόλωτο,1,1,0
18392,δαϊκταμένων,1,1,0
18393,ἐδάϊζε,1,1,0
18394,ἐλέαιρεν,2,1,1
18395,πόθεν,14,1,13
18396,ἀντιόωσι,1,1,0
18397,ἐριβώλου,1,1,0
18398,δολιχεγχέας,1,1,0
18399,ἑνδεκάτη,4,1,3
18400,Πηλεγόνα,1,1,0
18401,γείνασθαι,2,1,1
18402,δούρασιν,1,1,0
18403,περιδέξιος,1,1,0
18404,ἐπιγράβδην,1,1,0
18405,σύτο,1,1,0
18406,ἐνεστήρικτο,1,1,0
18407,λιλαιομένη,5,1,4
18408,ἰθυπτίωνα,1,1,0
18409,ὑψηλήν,8,2,6
18410,ὄχθην,1,1,0
18411,μεσσοπαγές,1,1,0
18412,ὄχθης,1,1,0
18413,κρημνοῖο,2,2,0
18414,πελέμιξεν,2,1,1
18415,μεθῆκε,2,1,1
18416,ἆξαι,2,2,0
18417,ἐπιγνάμψας,1,1,0
18418,ἀσθμαίνοντ,1,1,0
18419,Κρονίωνος,3,2,1
18420,ποταμοῖό,1,1,0
18421,ἐκγεγαῶτι,1,1,0
18422,φῆσθα,1,1,0
18423,τίκτέ,1,1,0
18424,Αἰακός,1,1,0
18425,ἁλιμυρηέντων,1,1,0
18426,Ἀχελώϊος,1,1,0
18427,ἰσοφαρίζει,1,1,0
18428,βαθυρρείταο,1,1,0
18429,κρῆναι,3,1,2
18430,φρείατα,1,1,0
18431,νάουσιν,1,1,0
18432,δείδοικε,1,1,0
18433,βροντήν,1,1,0
18434,σμαραγήσῃ,1,1,0
18435,λεῖπεν,1,1,0
18436,δίαινε,1,1,0
18437,ἐγχέλυές,2,2,0
18438,ἐπινεφρίδιον,1,1,0
18439,κείροντες,2,1,1
18440,πεφοβήατο,1,1,0
18441,δινήεντα,3,2,1
18442,Μύδωνά,1,1,0
18443,Ἀστύπυλόν,1,1,0
18444,Μνῆσόν,1,1,0
18445,Θρασίον,1,1,0
18446,Αἴνιον,1,1,0
18447,χωσάμενος,1,1,0
18448,φθέγξατο,1,1,0
18449,δίνης,2,2,0
18450,κρατέεις,2,1,1
18451,ῥέζεις,1,1,0
18452,ῥέζε,1,1,0
18453,πλήθει,2,2,0
18454,ἐρατεινά,1,1,0
18455,προχέειν,1,1,0
18456,στεινόμενος,2,1,1
18457,κτείνεις,1,1,0
18458,ἀϊδήλως,1,1,0
18459,Σκάμανδρε,1,1,0
18460,ὑπερφιάλους,5,1,4
18461,ἐναρίζων,1,1,0
18462,ἀργυρότοξε,2,2,0
18463,εἰρύσαο,1,1,0
18464,δείελος,1,1,0
18465,δύων,1,1,0
18466,σκιάσῃ,1,1,0
18467,ἔνθορε,2,2,0
18468,κρημνοῦ,1,1,0
18469,ἀπαΐξας,1,1,0
18470,οἴδματι,2,2,0
18471,θύων,7,4,3
18472,κυκώμενος,2,2,0
18473,κτάν,2,2,0
18474,ἔκβαλλε,2,1,1
18475,κρύπτων,1,1,0
18476,βαθείῃσιν,1,1,0
18477,κυκώμενον,1,1,0
18478,ὤθει,1,1,0
18479,πίπτων,1,1,0
18480,στηρίξασθαι,1,1,0
18481,πτελέην,1,1,0
18482,εὐφυέα,1,1,0
18483,ῥιζῶν,1,1,0
18484,κρημνόν,1,1,0
18485,διῶσεν,1,1,0
18486,ἐπέσχε,6,5,1
18487,ἐριποῦσ,1,1,0
18488,ἔληγε,2,2,0
18489,ἀκροκελαινιόων,1,1,0
18490,αἰετοῦ,1,1,0
18491,οἴματ,1,1,0
18492,θηρητῆρος,2,2,0
18493,κάρτιστός,1,1,0
18494,ἐϊκώς,1,1,0
18495,κονάβιζεν,1,1,0
18496,φεῦγ,1,1,0
18497,ὀρυμαγδῷ,2,1,1
18498,ὀχετηγός,1,1,0
18499,φυτά,1,1,0
18500,κήπους,1,1,0
18501,ἡγεμονεύῃ,1,1,0
18502,μάκελλαν,1,1,0
18503,ἀμάρης,1,1,0
18504,προρέοντος,1,1,0
18505,ψηφῖδες,1,1,0
18506,ἅπασαι,3,1,2
18507,ὀχλεῦνται,1,1,0
18508,κελαρύζει,1,1,0
18509,προαλεῖ,1,1,0
18510,ἄγοντα,4,2,2
18511,ῥόοιο,3,2,1
18512,λαιψηρόν,1,1,0
18513,ὁσσάκι,3,2,1
18514,στῆναι,3,1,2
18515,φοβέουσι,1,1,0
18516,τοσσάκι,2,2,0
18517,πλάζ,1,1,0
18518,ἐπήδα,2,2,0
18519,ἀνιάζων,2,1,1
18520,ὑπέρεπτε,1,1,0
18521,ἐλεεινόν,6,3,3
18522,σαῶσαι,2,2,0
18523,ψεύδεσσιν,1,1,0
18524,ἔθελγεν,2,2,0
18525,τείχεϊ,2,2,0
18526,λαιψηροῖς,1,1,0
18527,ἔτραφ,1,1,0
18528,λευγαλέῳ,7,1,6
18529,εἵμαρτο,3,1,2
18530,ἐρχθέντ,1,1,0
18531,συφορβόν,2,1,1
18532,ἔναυλος,1,1,0
18533,ἀποέρσῃ,1,1,0
18534,χειμῶνι,1,1,0
18535,περῶντα,1,1,0
18536,λαβόντες,3,1,2
18537,ἐπιστώσαντ,1,1,0
18538,τρέε,1,1,0
18539,ἐπιταρρόθω,1,1,0
18540,ἐπαινήσαντος,1,1,0
18541,αἴσιμόν,1,1,0
18542,λωφήσει,1,1,0
18543,παύειν,1,1,0
18544,Ἰλιόφι,1,1,0
18545,ἐέλσαι,1,1,0
18546,εἰπόντε,1,1,0
18547,ἀπεβήτην,1,1,0
18548,πλῆθ,1,1,0
18549,ἐκχυμένοιο,1,1,0
18550,πλῶον,1,1,0
18551,νέκυες,1,1,0
18552,ἀΐσσοντος,1,1,0
18553,ἴσχεν,1,1,0
18554,χώετο,1,1,0
18555,κόρυσσε,1,1,0
18556,ἀειρόμενος,1,1,0
18557,ἀμφότεροί,1,1,0
18558,σχῶμεν,1,1,0
18559,μενέουσιν,1,1,0
18560,ἐμπίπληθι,1,1,0
18561,πηγέων,1,1,0
18562,ὀρόθυνον,1,1,0
18563,ἵστη,1,1,0
18564,ὀρυμαγδόν,2,1,1
18565,παύσομεν,1,1,0
18566,χραισμησέμεν,1,1,0
18567,νειόθι,1,1,0
18568,κείσεθ,1,1,0
18569,ἰλύος,1,1,0
18570,κεκαλυμμένα,1,1,0
18571,εἰλύσω,1,1,0
18572,χέραδος,1,1,0
18573,ἐπιστήσονται,1,1,0
18574,ἀλλέξαι,1,1,0
18575,ἄσιν,1,1,0
18576,καλύψω,1,1,0
18577,τυμβοχόης,1,1,0
18578,θάπτωσιν,1,1,0
18579,ἐπῶρτ,1,1,0
18580,ἀειρόμενον,1,1,0
18581,ᾕρεε,2,1,1
18582,περιδείσασ,1,1,0
18583,ἀποέρσειε,1,1,0
18584,κυλλοπόδιον,1,1,0
18585,ἠΐσκομεν,1,1,0
18586,ἁλόθεν,1,1,0
18587,ὄρσουσα,1,1,0
18588,κήαι,1,1,0
18589,φλέγμα,1,1,0
18590,φορέουσα,1,1,0
18591,καῖ,1,1,0
18592,ἀπόπαυε,1,1,0
18593,φθέγξομ,1,1,0
18594,δαίετο,2,1,1
18595,ἐξηράνθη,2,2,0
18596,ὀπωρινός,2,1,1
18597,νεοαρδέ,1,1,0
18598,ἀγξηράνῃ,1,1,0
18599,χαίρει,3,3,0
18600,ἐθείρῃ,1,1,0
18601,κῆεν,1,1,0
18602,τρέψε,1,1,0
18603,πτελέαι,1,1,0
18604,ἰτέαι,2,1,1
18605,μυρῖκαι,1,1,0
18606,λωτός,2,1,1
18607,θρύον,1,1,0
18608,κύπειρον,2,1,1
18609,τείροντ,1,1,0
18610,κυβίστων,1,1,0
18611,πολυμήτιος,1,1,0
18612,ἀντιφερίζειν,1,1,0
18613,φλεγέθοντι,1,1,0
18614,ἐξελάσειε,1,1,0
18615,ἀρωγῆς,1,1,0
18616,καιόμενος,1,1,0
18617,ἔφλυε,1,1,0
18618,λέβης,2,1,1
18619,ζεῖ,1,1,0
18620,μελδόμενος,1,1,0
18621,ἁπαλοτρεφέος,1,1,0
18622,ἀμβολάδην,1,1,0
18623,κάγκανα,2,1,1
18624,φλέγετο,1,1,0
18625,ζέε,1,1,0
18626,προρέειν,1,1,0
18627,ἴσχετο,1,1,0
18628,πολύφρονος,3,1,2
18629,ἔχραε,3,1,2
18630,ἀποπαύσομαι,1,1,0
18631,παυέσθω,1,1,0
18632,ἀθάνατον,6,2,4
18633,στυφελίζειν,1,1,0
18634,κατέσβεσε,1,1,0
18635,κατέσσυτο,1,1,0
18636,παυσάσθην,1,1,0
18637,χωομένη,2,2,0
18638,βεβριθυῖα,1,1,0
18639,ἄητο,1,1,0
18640,σάλπιγξεν,1,1,0
18641,Οὐλύμπῳ,2,1,1
18642,ξυνιόντας,1,1,0
18643,ῥινοτόρος,1,1,0
18644,ὀνείδειον,2,2,0
18645,κυνάμυια,2,2,0
18646,ξυνελαύνεις,1,1,0
18647,Διομήδε,1,1,0
18648,ἀνῆκας,1,1,0
18649,πανόψιον,1,1,0
18650,ὦσας,1,1,0
18651,ἔδαψας,1,1,0
18652,ἀποτισέμεν,1,1,0
18653,σμερδαλέην,1,1,0
18654,ἀναχασσαμένη,1,1,0
18655,πέλεθρα,2,1,1
18656,ἐκόνισε,1,1,0
18657,ἀμφαράβησε,1,1,0
18658,ἐπευχομένη,2,2,0
18659,νηπύτι,3,3,0
18660,ἐπεφράσω,1,1,0
18661,εὔχομ,1,1,0
18662,ἰσοφαρίζεις,1,1,0
18663,ἐρινύας,1,1,0
18664,ἐξαποτίνοις,1,1,0
18665,μήδεται,1,1,0
18666,ὑπερφιάλοισιν,5,1,4
18667,ἀμύνεις,1,1,0
18668,ἡ,146,1,145
18669,μέτελθε,1,1,0
18670,μετέσσυτο,2,2,0
18671,ἐπιεισαμένη,1,1,0
18672,κεῖντο,1,1,0
18673,θωρηκτῇσιν,1,1,0
18674,θαρσαλέοι,1,1,0
18675,τλήμονες,1,1,0
18676,ἀντιόωσα,3,1,2
18677,ἄμμες,4,1,3
18678,ἐπαυσάμεθα,1,1,0
18679,ἐκπέρσαντες,1,1,0
18680,διέσταμεν,1,1,0
18681,ἀρξάντων,1,1,0
18682,αἴσχιον,1,1,0
18683,ἀμαχητί,1,1,0
18684,ἄνοον,1,1,0
18685,ἔχες,3,2,1
18686,μέμνηαι,1,1,0
18687,πάθομεν,2,1,1
18688,ἀγήνορι,2,2,0
18689,θητεύσαμεν,1,1,0
18690,μισθῷ,1,1,0
18691,ῥητῷ,1,1,0
18692,σημαίνων,1,1,0
18693,ἔδειμα,1,1,0
18694,βουκολέεσκες,1,1,0
18695,μισθοῖο,1,1,0
18696,πολυγηθέες,1,1,0
18697,ὧραι,8,1,7
18698,βιήσατο,2,1,1
18699,ἔκπαγλος,3,2,1
18700,ἀπέπεμπε,2,1,1
18701,δήσειν,1,1,0
18702,τηλεδαπάων,2,2,0
18703,ἀπολεψέμεν,1,1,0
18704,κίομεν,1,1,0
18705,κεκοτηότι,4,1,3
18706,μισθοῦ,1,1,0
18707,χωόμενοι,2,2,0
18708,ὑποστάς,3,1,2
18709,φέρεις,2,1,1
18710,πειρᾷ,3,3,0
18711,ἀπόλωνται,1,1,0
18712,σαόφρονα,1,1,0
18713,μυθήσαιο,1,1,0
18714,πτολεμίξω,1,1,0
18715,δειλῶν,3,1,2
18716,ζαφλεγέες,1,1,0
18717,τελέθουσιν,2,1,1
18718,φθινύθουσιν,4,1,3
18719,παυώμεσθα,1,1,0
18720,δηριαάσθων,1,1,0
18721,αἴδετο,4,1,3
18722,πατροκασιγνήτοιο,1,1,0
18723,νείκεσε,1,1,0
18724,ἀγροτέρη,1,1,0
18725,ἐπέτρεψας,1,1,0
18726,νηπύτιε,1,1,0
18727,ἀνεμώλιον,1,1,0
18728,ἀκούσω,7,1,6
18729,εὐχομένου,1,1,0
18730,ἰοχέαιραν,1,1,0
18731,τοξοφόρῳ,1,1,0
18732,θῆρας,2,1,1
18733,ἀγροτέρας,3,1,2
18734,ἐλάφους,2,1,1
18735,κρείσσοσιν,1,1,0
18736,φερτέρη,1,1,0
18737,ἀντιφερίζεις,1,1,0
18738,ἔθεινε,1,1,0
18739,μειδιόωσα,1,1,0
18740,ἐντροπαλιζομένην,1,1,0
18741,ἔκπιπτον,1,1,0
18742,πέλεια,1,1,0
18743,ἴρηκος,1,1,0
18744,εἰσέπτατο,1,1,0
18745,πέτρην,5,1,4
18746,χηραμόν,1,1,0
18747,ἁλώμεναι,1,1,0
18748,διάκτορος,13,7,6
18749,πληκτίζεσθ,1,1,0
18750,νικῆσαι,2,1,1
18751,κρατερῆφι,3,1,2
18752,συναίνυτο,1,1,0
18753,πεπτεῶτ,1,1,0
18754,θυγατέρος,2,1,1
18755,ἑανός,1,1,0
18756,ἀνείρετο,2,1,1
18757,ἐϋστέφανος,2,1,1
18758,μέμβλετο,2,1,1
18759,ἐϋδμήτοιο,1,1,0
18760,πέρσειαν,1,1,0
18761,κυδιόωντες,1,1,0
18762,κελαινεφεῖ,1,1,0
18763,ὄλεκεν,1,1,0
18764,γίγνεθ,1,1,0
18765,ἀγακλειτούς,1,1,0
18766,πυλαωρούς,2,2,0
18767,πεπταμένας,1,1,0
18768,ἔλθωσι,3,1,2
18769,λοίγι,2,2,0
18770,ἀναπνεύσωσιν,1,1,0
18771,ἀλέντες,1,1,0
18772,ἐπανθέμεναι,1,1,0
18773,ἅληται,1,1,0
18774,ἄνεσάν,1,1,0
18775,ἀπῶσαν,1,1,0
18776,ὀχῆας,4,2,2
18777,πετασθεῖσαι,1,1,0
18778,τεῦξαν,2,1,1
18779,ἐξέθορε,1,1,0
18780,δίψῃ,1,1,0
18781,καρχαλέοι,1,1,0
18782,κεκονιμένοι,1,1,0
18783,κεκάλυπτο,1,1,0
18784,πόρφυρε,4,1,3
18785,φεύγω,4,2,2
18786,αἱρήσει,2,2,0
18787,δειροτομήσει,1,1,0
18788,τούτους,5,1,4
18789,ὑποκλονέεσθαι,1,1,0
18790,Ἰλήϊον,1,1,0
18791,κνημούς,4,2,2
18792,ἑσπέριος,6,1,5
18793,λοεσσάμενος,1,1,0
18794,ἀποψυχθείς,1,1,0
18795,ἀπονεοίμην,1,1,0
18796,ἀπαειρόμενον,1,1,0
18797,μεταΐξας,3,1,2
18798,μάρψῃ,1,1,0
18799,πόλεος,1,1,0
18800,κατεναντίον,1,1,0
18801,ἔλθω,6,2,4
18802,τρωτός,1,1,0
18803,ὁρμᾶτο,1,1,0
18804,πάρδαλις,2,1,1
18805,ὑλαγμόν,1,1,0
18806,φθάμενός,1,1,0
18807,οὐτάσῃ,1,1,0
18808,βάλῃσιν,1,1,0
18809,πεπαρμένη,1,1,0
18810,ξυμβλήμεναι,1,1,0
18811,πειρήσαιτ,1,1,0
18812,ἔολπας,1,1,0
18813,πέρσειν,1,1,0
18814,υἱῶν,3,2,1
18815,εἰρυόμεσθα,1,1,0
18816,ἐφέψεις,1,1,0
18817,θαρσαλέος,3,1,2
18818,ἀφῆκε,1,1,0
18819,γούνατος,1,1,0
18820,κνημίς,1,1,0
18821,νεοτεύκτου,1,1,0
18822,ὄρουσε,1,1,0
18823,βλημένου,4,1,3
18824,ἐπέρησε,1,1,0
18825,ὁρμήσατ,1,1,0
18826,ἔασεν,2,2,0
18827,ἐξήρπαξε,1,1,0
18828,ἡσύχιον,1,1,0
18829,ἔκπεμπε,1,1,0
18830,ἀποέργαθε,1,1,0
18831,Ἀγήνορι,1,1,0
18832,διώκετο,2,1,1
18833,τρέψας,2,2,0
18834,βαθυδινήεντα,1,1,0
18835,ὑπεκπροθέοντα,1,1,0
18836,ἔλποιτο,1,1,0
18837,ἀσπάσιοι,4,1,3
18838,ἔμπλητο,1,1,0
18839,ἀλέντων,2,2,0
18840,ἔτλαν,1,1,0
18841,πεφεύγοι,1,1,0
18842,ἔθαν,2,1,1
18843,σαώσαι,3,1,2
18844,πίον,2,1,1
18845,καλῇσιν,1,1,0
18846,ἐπάλξεσιν,1,1,0
18847,ὀλοιή,1,1,0
18848,πέδησεν,1,1,0
18849,Σκαιάων,1,1,0
18850,Πηλείωνα,1,1,0
18851,διώκεις,1,1,0
18852,ἐφόβησας,1,1,0
18853,ἄλεν,1,1,0
18854,λιάσθης,1,1,0
18855,κτενέεις,1,1,0
18856,μόρσιμός,1,1,0
18857,ἔβλαψάς,1,1,0
18858,ὀλοώτατε,1,1,0
18859,εἷλον,3,1,2
18860,εἰσαφικέσθαι,3,1,2
18861,ἀφείλεο,1,1,0
18862,σάωσας,1,1,0
18863,τίσιν,1,1,0
18864,ἔδεισας,2,2,0
18865,τισαίμην,2,1,1
18866,παρείη,3,1,2
18867,σευάμενος,1,1,0
18868,ἀεθλοφόρος,1,1,0
18869,θέῃσι,1,1,0
18870,τιταινόμενος,3,2,1
18871,παμφαίνονθ,1,1,0
18872,ὀπώρης,1,1,0
18873,φαίνονται,3,1,2
18874,ἀστράσι,2,2,0
18875,κύν,2,1,1
18876,λαμπρότατος,1,1,0
18877,πυρετόν,1,1,0
18878,κόψατο,1,1,0
18879,ἐγεγώνει,3,2,1
18880,ἄνευθ,5,2,3
18881,αἴθε,3,1,2
18882,τοσσόνδε,3,1,2
18883,ἔδοιεν,2,1,1
18884,εὖνιν,2,1,1
18885,περνάς,1,1,0
18886,Λυκάονα,1,1,0
18887,κρείουσα,1,1,0
